"0095863","Phantasm II (1988)"
"0110823","Phantasm III: Lord of the Dead (1994)"
"0138703","Phantasm IV: Oblivion (1998)"
"0095925","Pumpkinhead (1988)"
"0099005","Air America (1990)"
"0086320","Sleepaway Camp (1983)"
"0098384","Steel Magnolias (1989)"
"0049189","And God Created Woman (Et Dieu... créa la femme) (1956)"
"0085470","Easy Money (1983)"
"0071650","Ilsa, She Wolf of the SS (1974)"
"0038975","The Spiral Staircase (1945)"
"0251739","I'm the One That I Want (2000)"
"0234853","Tao of Steve, The (2000)"
"0204709","Affair of Love, An (Liaison pornographique, Une) (1999)"
"0163983","Bless the Child (2000)"
"0173716","Cecil B. DeMented (2000)"
"0233687","Eyes of Tammy Faye, The (2000)"
"0191397","Replacements, The (2000)"
"0199314","About Adam (2000)"
"0209958","Cell, The (2000)"
"0188640","Godzilla 2000 (Gojira ni-sen mireniamu) (1999)"
"0236388","Original Kings of Comedy, The (2000)"
"0095705","Naked Gun: From the Files of Police Squad!, The (1988)"
"0102510","Naked Gun 2 1/2: The Smell of Fear, The (1991)"
"0032881","Our Town (1940)"
"0046303","Shane (1953)"
"0053318","Suddenly, Last Summer (1959)"
"0059017","Cat Ballou (1965)"
"0088206","Supergirl (1984)"
"0160009","Art of War, The (2000)"
"0204946","Bring It On (2000)"
"0198386","Crew, The (2000)"
"0209322","Skipped Parts (2000)"
"0144964","Highlander: Endgame (Highlander IV) (2000)"
"0171580","Nurse Betty (2000)"
"0190798","Solas (1999)"
"0204626","Watcher, The (2000)"
"0202677","Way of the Gun, The (2000)"
"0181875","Almost Famous (2000)"
"0211938","Bait (2000)"
"0191037","Circus (2000)"
"0197384","Crime and Punishment in Suburbia (2000)"
"0134630","Duets (2000)"
"0164212","Under Suspicion (2000)"
"0192731","Urban Legends: Final Cut (2000)"
"0206420","Woman on Top (2000)"
"0168629","Dancer in the Dark (2000)"
"0218839","Best in Show (2000)"
"0210567","Beautiful (2000)"
"0222850","Broken Hearts Club, The (2000)"
"0210075","Girlfight (2000)"
"0210945","Remember the Titans (2000)"
"0093177","Hellraiser (1987)"
"0095294","Hellbound: Hellraiser II (1988)"
"0104409","Hellraiser III: Hell on Earth (1992)"
"0107209","Faraway, So Close (In weiter Ferne, so nah!) (1993)"
"0057887","Bikini Beach (1964)"
"0088184","Stranger Than Paradise (1984)"
"0055608","Voyage to the Bottom of the Sea (1961)"
"0060397","Fantastic Voyage (1966)"
"0040068","Abbott and Costello Meet Frankenstein (1948)"
"0032234","Bank Dick, The (1940)"
"0046876","Creature from the Black Lagoon, The (1954)"
"0024184","Invisible Man, The (1933)"
"0052969","Killer Shrews, The (1959)"
"0088024","Runaway (1984)"
"0084695","Slumber Party Massacre, The (1982)"
"0093996","Slumber Party Massacre II (1987)"
"0100639","Slumber Party Massacre III (1990)"
"0091990","Sorority House Massacre (1986)"
"0100663","Sorority House Massacre II (1990)"
"0215545","Bamboozled (2000)"
"0259974","Digimon: The Movie (2000)"
"0208988","Get Carter (2000)"
"0067128","Get Carter (1971)"
"0212338","Meet the Parents (2000)"
"0180093","Requiem for a Dream (2000)"
"0170691","Tigerland (2000)"
"0202641","Two Family House (2000)"
"0208874","Contender, The (2000)"
"0205271","Dr. T and the Women (2000)"
"0213790","Ladies Man, The (2000)"
"0066832","Billy Jack (1971)"
"0075754","Billy Jack Goes to Washington (1977)"
"0054387","Time Machine, The (1960)"
"0093091","Ghoulies II (1987)"
"0058708","Unsinkable Molly Brown, The (1964)"
"0041094","Adventures of Ichabod and Mr. Toad, The (1949)"
"0038988","Strange Love of Martha Ivers, The (1946)"
"0037638","Detour (1945)"
"0249462","Billy Elliot (2000)"
"0230030","Bedazzled (2000)"
"0223897","Pay It Forward (2000)"
"0081376","Private Eyes, The (1981)"
"0111512","Legend of Drunken Master, The (Jui kuen II) (1994)"
"0229260","Book of Shadows: Blair Witch 2 (2000)"
"0192255","Little Vampire, The (2000)"
"0160127","Charlie's Angels (2000)"
"0146984","Legend of Bagger Vance, The (2000)"
"0185431","Little Nicky (2000)"
"0203019","Men of Honor (2000)"
"0199753","Red Planet (2000)"
"0203230","You Can Count on Me (2000)"
"0066995","Diamonds Are Forever (1971)"
"0074452","Eagle Has Landed, The (1976)"
"0216216","6th Day, The (2000)"
"0186894","Bounce (2000)"
"0170016","How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)"
"0230591","One Day in September (1999)"
"0213203","Rugrats in Paris: The Movie (2000)"
"0211181","102 Dalmatians (2000)"
"0213847","Malèna (2000)"
"0180073","Quills (2000)"
"0217869","Unbreakable (2000)"
"0190332","Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
"0190374","Dungeons & Dragons (2000)"
"0228750","Proof of Life (2000)"
"0190865","Vertical Limit (2000)"
"0086993","Bounty, The (1984)"
"0093748","Planes, Trains & Automobiles (1987)"
"0096094","She's Having a Baby (1988)"
"0093428","Living Daylights, The (1987)"
"0092106","Transformers: The Movie (1986)"
"0094291","Wall Street (1987)"
"0096969","Born on the Fourth of July (1989)"
"0096219","Talk Radio (1988)"
"0088850","Brewster's Millions (1985)"
"0208092","Snatch (2000)"
"0095927","Punchline (1988)"
"0241303","Chocolat (2000)"
"0242423","Dude, Where's My Car? (2000)"
"0120917","Emperor's New Groove, The (2000)"
"0183659","Pollock (2000)"
"0207201","What Women Want (2000)"
"0181536","Finding Forrester (2000)"
"0219699","Gift, The (2000)"
"0247196","Before Night Falls (2000)"
"0162222","Cast Away (2000)"
"0218967","Family Man, The (2000)"
"0200720","House of Mirth, The (2000)"
"0212346","Miss Congeniality (2000)"
"0190590","O Brother, Where Art Thou? (2000)"
"0120202","State and Main (2000)"
"0219653","Dracula 2000 (2000)"
"0149624","All the Pretty Horses (2000)"
"0218182","Everlasting Piece, An (2000)"
"0146309","Thirteen Days (2000)"
"0181865","Traffic (2000)"
"0218378","Claim, The (2000)"
"0189998","Shadow of the Vampire (2000)"
"0093223","House of Games (1987)"
"0083564","Annie (1982)"
"0101757","Don't Tell Mom the Babysitter's Dead (1991)"
"0084434","Officer and a Gentleman, An (1982)"
"0053580","Alamo, The (1960)"
"0090670","At Close Range (1986)"
"0049233","Friendly Persuasion (1956)"
"0107007","Gettysburg (1993)"
"0056600","Horrors of Spider Island (Ein Toter Hing im Netz) (1960)"
"0218817","Antitrust (2001)"
"0238948","Double Take (2001)"
"0206275","Save the Last Dance (2001)"
"0194218","Panic (2000)"
"0237572","Pledge, The (2001)"
"0102388","The Man in the Moon (1991)"
"0095690","Mystic Pizza (1988)"
"0105165","Prelude to a Kiss (1992)"
"0069897","Coffy (1973)"
"0071517","Foxy Brown (1974)"
"0095348","I'm Gonna Git You Sucka (1988)"
"0108451","Untamed Heart (1993)"
"0186589","Sugar & Spice (2001)"
"0209475","Wedding Planner, The (2001)"
"0234805","Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
"0216800","With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
"0092545","Amazing Grace and Chuck (1987)"
"0092546","Amazon Women on the Moon (1987)"
"0092605","Baby Boom (1987)"
"0092608","Back to the Beach (1987)"
"0092618","Barfly (1987)"
"0092641","Best Seller (1987)"
"0092644","Beverly Hills Cop II (1987)"
"0086960","Beverly Hills Cop (1984)"
"0092654","Big Easy, The (1987)"
"0092690","Born in East L.A. (1987)"
"0092695","Brave Little Toaster, The (1987)"
"0092718","Can't Buy Me Love (1987)"
"0092746","Cherry 2000 (1987)"
"0092783","Cop (1988)"
"0092948","Eddie Murphy Raw (1987)"
"0092965","Empire of the Sun (1987)"
"0092974","Ernest Goes to Camp (1987)"
"0083907","Evil Dead, The (1981)"
"0093036","Flowers in the Attic (1987)"
"0093044","Fourth Protocol, The (1987)"
"0093073","Gardens of Stone (1987)"
"0093093","Glass Menagerie, The (1987)"
"0093186","Hiding Out (1987)"
"0093200","Hollywood Shuffle (1987)"
"0093209","Hope and Glory (1987)"
"0093260","Innerspace (1987)"
"0093278","Ishtar (1987)"
"0093300","Jaws: The Revenge (1987)"
"0093405","Leonard Part 6 (1987)"
"0093407","Less Than Zero (1987)"
"0093418","Like Father, Like Son (1987)"
"0093437","Lost Boys, The (1987)"
"0093467","Made in Heaven (1987)"
"0093476","Maid to Order (1987)"
"0093477","Making Mr. Right (1987)"
"0093493","Mannequin (1987)"
"0093507","Masters of the Universe (1987)"
"0093560","Monster Squad, The (1987)"
"0093589","My Demon Lover (1987)"
"0093638","No Man's Land (1987)"
"0192111","Head Over Heels (2001)"
"0190524","Left Behind: The Movie (2000)"
"0242998","Valentine (2001)"
"0118694","In the Mood For Love (Fa yeung nin wa) (2000)"
"0120753","Million Dollar Hotel, The (2001)"
"0250478","Nico and Dani (Krámpack) (2000)"
"0212985","Hannibal (2001)"
"0239948","Saving Silverman (Evil Woman) (2001)"
"0190861","Vatel (2000)"
"0231775","Down to Earth (2001)"
"0265632","Recess: School's Out (2001)"
"0230838","Sweet November (2001)"
"0177650","Company Man (2000)"
"0249893","Price of Milk, The (2000)"
"0166276","Monkeybone (2001)"
"0233142","3000 Miles to Graceland (2001)"
"0191636","Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
"0236493","Mexican, The (2001)"
"0182000","Caveman's Valentine, The (2001)"
"0251031","Series 7: The Contenders (2001)"
"0179626","15 Minutes (2001)"
"0192071","Get Over It (2001)"
"0236447","Long Night's Journey Into Day (2000)"
"0099073","Avalon (1990)"
"0116447","Gray's Anatomy (1996)"
"0031742","Of Mice and Men (1939)"
"0091836","Reform School Girls (1986)"
"0096223","Tapeheads (1988)"
"0039190","Bishop's Wife, The (1947)"
"0057251","Lilies of the Field (1963)"
"0059245","Greatest Story Ever Told, The (1965)"
"0053793","Elmer Gantry (1960)"
"0060086","Alfie (1966)"
"0113026","Fantasticks, The (1995)"
"0037800","I Know Where I'm Going! (1945)"
"0066740","Abominable Dr. Phibes, The (1971)"
"0079781","Real Life (1979)"
"0080421","Battle Beyond the Stars (1980)"
"0101764","Double Impact (1991)"
"0068617","Fuzz (1972)"
"0102005","Harley Davidson and the Marlboro Man (1991)"
"0085868","Losin' It (1983)"
"0100140","Mermaids (1990)"
"0100232","Navy Seals (1990)"
"0091474","Manhunter (1986)"
"0100486","Reversal of Fortune (1990)"
"0077413","Death on the Nile (1978)"
"0088000","Revenge of the Nerds (1984)"
"0093857","Revenge of the Nerds II: Nerds in Paradise (1987)"
"0118540","4 Little Girls (1997)"
"0091860","River's Edge (1986)"
"0089208","Girls Just Want to Have Fun (1985)"
"0071771","Longest Yard, The (1974)"
"0102517","Necessary Roughness (1991)"
"0215750","Enemy at the Gates (2001)"
"0242445","Exit Wounds (2001)"
"0205873","Dish, The (2001)"
"0209144","Memento (2000)"
"0125022","Heartbreakers (2001)"
"0239949","Say It Isn't So (2001)"
"0244970","Someone Like You (2001)"
"0227538","Spy Kids (2001)"
"0246989","Tomcats (2001)"
"0236784","Tailor of Panama, The (2001)"
"0245712","Amores Perros (Love's a Bitch) (2000)"
"0206187","Keep the River on Your Right: A Modern Cannibal Tale (2000)"
"0247380","Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
"0164334","Along Came a Spider (2001)"
"0221027","Blow (2001)"
"0189192","Just Visiting (2001)"
"0266860","Pokémon 3: The Movie (2001)"
"0221889","Beautiful Creatures (2000)"
"0268200","Brigham City (2001)"
"0243155","Bridget Jones's Diary (2001)"
"0245686","Joe Dirt (2001)"
"0236348","Josie and the Pussycats (2001)"
"0221073","Chopper (2000)"
"0255094","Circle, The (Dayereh) (2000)"
"0231402","Crocodile Dundee in Los Angeles (2001)"
"0240515","Freddy Got Fingered (2001)"
"0240402","Center of the World, The (2001)"
"0211492","Luzhin Defence, The (2000)"
"0199129","Visit, The (2000)"
"0086250","Scarface (1983)"
"0055895","Days of Wine and Roses (1962)"
"0132245","Driven (2001)"
"0203755","One Night at McCool's (2001)"
"0141907","Town & Country (2001)"
"0209163","Mummy Returns, The (2001)"
"0240913","Under the Sand (2000)"
"0085811","Krull (1983)"
"0089504","Lost in America (1985)"
"0025913","Triumph of the Will (Triumph des Willens) (1934)"
"0084917","World According to Garp, The (1982)"
"0064940","Fellini Satyricon (1969)"
"0060429","Frankie and Johnny (1966)"
"0101912","Frankie and Johnny (1991)"
"0080539","City of Women, The (Città delle donne, La) (1980)"
"0101902","For the Boys (1991)"
"0080319","Nine to Five (a.k.a. 9 to 5) (1980)"
"0079638","Norma Rae (1979)"
"0090098","Summer Rental (1985)"
"0045464","5,000 Fingers of Dr. T, The (1953)"
"0066011","Love Story (1970)"
"0093713","Pelle the Conqueror (Pelle erobreren) (1987)"
"0048021","Rififi (Du rififi chez les hommes) (1955)"
"0183790","Knight's Tale, A (2001)"
"0212826","Bread and Roses (2000)"
"0256408","Startup.com (2001)"
"0225071","Angel Eyes (2001)"
"0126029","Shrek (2001)"
"0206742","Fast Food, Fast Women (2000)"
"0203009","Moulin Rouge (2001)"
"0213149","Pearl Harbor (2001)"
"0210727","Himalaya (Himalaya - l'enfance d'un chef) (1999)"
"0206917","Man Who Cried, The (2000)"
"0077716","Ice Castles (1978)"
"0102343","Love Potion #9 (1992)"
"0101587","City Slickers (1991)"
"0095082","Eight Men Out (1988)"
"0052902","Horse Soldiers, The (1959)"
"0054130","Night, The (Notte, La) (1960)"
"0095647","Mississippi Burning (1988)"
"0054047","Magnificent Seven, The (1960)"
"0053221","Rio Bravo (1959)"
"0094142","Throw Momma from the Train (1987)"
"0244316","Yi Yi (2000)"
"0060934","Sand Pebbles, The (1966)"
"0041996","Twelve O'Clock High (1949)"
"0059885","Von Ryan's Express (1965)"
"0255798","Animal, The (2001)"
"0212815","Big Eden (2000)"
"0251075","Evolution (2001)"
"0244244","Swordfish (2001)"
"0254099","Anniversary Party, The (2001)"
"0234288","Divided We Fall (Musíme si pomáhat) (2000)"
"0065528","Catch-22 (1970)"
"0116344","Forgotten Silver (1996)"
"0102685","Point Break (1991)"
"0086508","Uncommon Valor (1983)"
"0105699","Unlawful Entry (1992)"
"0092272","Youngblood (1986)"
"0045810","Gentlemen Prefer Blondes (1953)"
"0045891","How to Marry a Millionaire (1953)"
"0048605","Seven Year Itch, The (1955)"
"0084805","Tootsie (1982)"
"0230011","Atlantis: The Lost Empire (2001)"
"0146316","Lara Croft: Tomb Raider (2001)"
"0240462","Dr. Dolittle 2 (2001)"
"0232500","Fast and the Furious, The (2001)"
"0212720","A.I. Artificial Intelligence (2001)"
"0255819","Baby Boy (2001)"
"0250224","Crazy/Beautiful (2001)"
"0258038","Pootie Tang (2001)"
"0212517","Let It Snow (1999)"
"0203119","Sexy Beast (2000)"
"0203632","Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)"
"0243493","Closet, The (Placard, Le) (2001)"
"0228786","Crimson Rivers, The (Rivières pourpres, Les) (2000)"
"0246765","Lumumba (2000)"
"0239395","Cats & Dogs (2001)"
"0271027","Kiss of the Dragon (2001)"
"0257106","Scary Movie 2 (2001)"
"0245238","Lost and Delirious (2001)"
"0249380","Rape Me (Baise-moi) (2000)"
"0099012","Alice (1990)"
"0094663","Another Woman (1988)"
"0058953","Beach Blanket Bingo (1965)"
"0052216","Big Deal on Madonna Street (I Soliti Ignoti) (1958)"
"0082136","Cannonball Run, The (1981)"
"0087032","Cannonball Run II (1984)"
"0058249","Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
"0059124","Dr. Goldfoot and the Bikini Machine (1965)"
"0053925","Fall of the House of Usher, The (House of Usher) (1960)"
"0016847","Faust (1926)"
"0056217","Man Who Shot Liberty Valance, The (1962)"
"0091886","Salvador (1986)"
"0093940","September (1987)"
"0105378","Shadows and Fog (1991)"
"0091983","Something Wild (1986)"
"0069372","Thing with Two Heads, The (1972)"
"0047811","All That Heaven Allows (1955)"
"0046754","Barefoot Contessa, The (1954)"
"0069467","Cries and Whispers (Viskningar och rop) (1972)"
"0065777","Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
"0048261","Kiss Me Deadly (1955)"
"0063227","Lion in Winter, The (1968)"
"0055184","Misfits, The (1961)"
"0049513","Moby Dick (1956)"
"0051036","Sweet Smell of Success (1957)"
"0049966","Written on the Wind (1956)"
"0059095","10th Victim, The (La decima vittima) (1965)"
"0074991","Obsession (1976)"
"0076786","Suspiria (1977)"
"0068767","Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
"0082176","Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)"
"0067824","Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
"0077594","Game of Death (1978)"
"0089461","Last Dragon, The (1985)"
"0082869","Outland (1981)"
"0068935","Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
"0163862","T-Rex: Back to the Cretaceous (1998)"
"0173840","Final Fantasy: The Spirits Within (2001)"
"0250494","Legally Blonde (2001)"
"0227445","Score, The (2001)"
"0262210","Adanggaman (2000)"
"0242193","Bully (2001)"
"0273300","Jump Tomorrow (2001)"
"0227005","Made (2001)"
"0245280","Michael Jordan to the Max (2000)"
"0188913","More (1998)"
"0109049","Africa: The Serengeti (1994)"
"0130445","Alaska: Spirit of the Wild (1997)"
"0094593","18 Again! (1988)"
"0094594","1969 (1988)"
"0094606","Accidental Tourist, The (1988)"
"0094608","Accused, The (1988)"
"0094602","Above the Law (1988)"
"0096764","Adventures of Baron Munchausen, The (1988)"
"0094675","Ariel (1988)"
"0094678","Arthur 2: On the Rocks (1988)"
"0094712","Bat*21 (1988)"
"0094715","Beaches (1988)"
"0094716","Beast of War, The (Beast, The) (1988)"
"0094739","Big Business (1988)"
"0094744","Big Top Pee-Wee (1988)"
"0094746","Biloxi Blues (1988)"
"0094761","Blob, The (1988)"
"0094799","Bright Lights, Big City (1988)"
"0094824","Caddyshack II (1988)"
"0094828","Camille Claudel (1988)"
"0094889","Cocktail (1988)"
"0094894","Colors (1988)"
"0094898","Coming to America (1988)"
"0094910","Couch Trip, The (1988)"
"0090887","Critters (1986)"
"0094921","Crossing Delancey (1988)"
"0094933","D.O.A. (1988)"
"0094961","Dead Heat (1988)"
"0094963","Dead Pool, The (1988)"
"0095031","Dirty Rotten Scoundrels (1988)"
"0092929","Drowning by Numbers (1988)"
"0095107","Ernest Saves Christmas (1988)"
"0095145","Feds (1988)"
"0095169","For Keeps (1988)"
"0095174","Frantic (1988)"
"0095243","Gorillas in the Mist (1988)"
"0095253","Great Outdoors, The (1988)"
"0095304","High Spirits (1988)"
"0095409","Johnny Be Good (1988)"
"0095484","Lady in White (a.k.a. The Mystery of the Lady in White) (1988)"
"0095488","The Lair of the White Worm (1988)"
"0095489","Land Before Time, The (1988)"
"0095519","License to Drive (1988)"
"0095532","Little Nikita (1988)"
"0095599","Masquerade (1988)"
"0095638","Milagro Beanfield War (1988)"
"0095654","Moon Over Parador (1988)"
"0095687","My Stepmother Is an Alien (1988)"
"0095736","Night in the Life of Jimmy Reardon, A (1988)"
"0095801","Bagdad Cafe (Out of Rosenheim) (1987)"
"0095963","Red Heat (1988)"
"0089907","Return of the Living Dead, The (1985)"
"0095993","Return to Snowy River (a.k.a. The Man From Snowy River II) (1988)"
"0084296","Man from Snowy River, The (1982)"
"0096018","Running on Empty (1988)"
"0096071","Serpent and the Rainbow, The (1988)"
"0096101","Short Circuit 2 (1988)"
"0091949","Short Circuit (1986)"
"0096163","Vanishing, The (Spoorloos) (1988)"
"0096251","Tetsuo, the Ironman (Tetsuo) (1988)"
"0096256","They Live (1988)"
"0096316","Tucker: The Man and His Dream (1988)"
"0096320","Twins (1988)"
"0096454","Without a Clue (1988)"
"0096486","Young Einstein (1988)"
"0096794","Always (1989)"
"0088708","American Ninja (1985)"
"0096913","Best of the Best (1989)"
"0096928","Bill & Ted's Excellent Adventure (1989)"
"0096933","Black Rain (1989)"
"0096943","Blaze (1989)"
"0096945","Blind Fury (1989)"
"0097027","Casualties of War (1989)"
"0097044","Chances Are (1989)"
"0097138","Cyborg (1989)"
"0097142","Dad (1989)"
"0097211","Disorganized Crime (1989)"
"0097236","Dream a Little Dream (1989)"
"0097235","Dream Team, The (1989)"
"0097257","Earth Girls Are Easy (1988)"
"0085475","Eddie and the Cruisers (1983)"
"0097289","Erik the Viking (1989)"
"0097328","Family Business (1989)"
"0097334","Farewell to the King (1989)"
"0097336","Fat Man and Little Boy (1989)"
"0097438","Gleaming the Cube (1989)"
"0097457","Great Balls of Fire! (1989)"
"0097458","Gross Anatomy (a.k.a. A Cut Above) (1989)"
"0097481","Harlem Nights (1989)"
"0097500","Her Alibi (1989)"
"0097531","How to Get Ahead in Advertising (1989)"
"0097579","Innocent Man, An (1989)"
"0097613","January Man, The (1989)"
"0097626","Johnny Handsome (1989)"
"0097635","Jesus of Montreal (Jésus de Montréal) (1989)"
"0097637","K-9 (1989)"
"0097659","Kickboxer (1989)"
"0097714","Last Exit to Brooklyn (1989)"
"0097722","Lean on Me (1989)"
"0097731","Let It Ride (1989)"
"0097758","Little Monsters (1989)"
"0097778","Look Who's Talking (1989)"
"0097790","Loverboy (1989)"
"0097815","Major League (1989)"
"0097858","Meet the Feebles (1989)"
"0097883","Millennium (1989)"
"0097889","Miracle Mile (1989)"
"0097965","New York Stories (1989)"
"0097967","Next of Kin (1989)"
"0097987","No Holds Barred (1989)"
"0098051","Package, The (1989)"
"0098073","Penn & Teller Get Killed (1989)"
"0098097","Pink Cadillac (1989)"
"0098141","Punisher, The (1989)"
"0163025","Jurassic Park III (2001)"
"0265029","America's Sweethearts (2001)"
"0222851","Brother (2000)"
"0162346","Ghost World (2001)"
"0248845","Hedwig and the Angry Inch (2000)"
"0133152","Planet of the Apes (2001)"
"0237539","Bread and Tulips (Pane e tulipani) (2000)"
"0123948","Cure (1997)"
"0203540","Greenfingers (2000)"
"0243655","Wet Hot American Summer (2001)"
"0098194","Return of the Musketeers, The (1989)"
"0098206","Road House (1989)"
"0098253","Santa Sangre (1989)"
"0098261","Scenes from the Class Struggle in Beverly Hills (1989)"
"0098273","Sea of Love (1989)"
"0098282","See No Evil, Hear No Evil (1989)"
"0098308","She's Out of Control (1989)"
"0098343","Skin Deep (1989)"
"0094035","Stepfather, The (1987)"
"0098725","Sweetie (1989)"
"0098436","Tall Guy, The (1989)"
"0098439","Tango & Cash (1989)"
"0098471","Three Fugitives (1989)"
"0098519","Troop Beverly Hills (1989)"
"0098536","Turner & Hooch (1989)"
"0098546","UHF (1989)"
"0098554","Uncle Buck (1989)"
"0098621","War of the Roses, The (1989)"
"0098663","Wizard, The (1989)"
"0108539","Weekend at Bernie's II (1993)"
"0056868","Billy Liar (1963)"
"0101465","Black Robe (1991)"
"0065761","Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)"
"0087089","Cotton Club, The (1984)"
"0078490","Who'll Stop the Rain (1978)"
"0083624","Basket Case (1982)"
"0218922","Original Sin (2001)"
"0247638","Princess Diaries, The (2001)"
"0266915","Rush Hour 2 (2001)"
"0094868","Chocolat (1988)"
"0056059","Hatari! (1962)"
"0077288","Cage aux Folles, La (1978)"
"0060668","Marat/Sade (1966)"
"0064782","Paint Your Wagon (1969)"
"0075213","Shootist, The (1976)"
"0108323","Theremin: An Electronic Odyssey (1993)"
"0080360","Altered States (1980)"
"0080377","Any Which Way You Can (1980)"
"0080402","Awakening, The (1980)"
"0080436","Battle Creek Brawl (Big Brawl, The) (1980)"
"0252866","American Pie 2 (2001)"
"0181739","Osmosis Jones (2001)"
"0230600","Others, The (2001)"
"0244000","American Outlaws (2001)"
"0250202","All Over the Guy (2001)"
"0250323","Deep End, The (2001)"
"0261983","Session 9 (2001)"
"0238112","Captain Corelli's Mandolin (2001)"
"0250687","Rat Race (2001)"
"0258470","Bubble Boy (2001)"
"0256524","Curse of the Jade Scorpion, The (2001)"
"0261392","Jay and Silent Bob Strike Back (2001)"
"0228333","Ghosts of Mars (2001)"
"0234829","Summer Catch (2001)"
"0208196","Happy Accidents (2000)"
"0206926","Maybe Baby (2000)"
"0203166","Together (Tillsammans) (2000)"
"0255653","Tortilla Soup (2001)"
"0263488","Jeepers Creepers (2001)"
"0184791","O (2001)"
"0103596","3 Ninjas (1992)"
"0109015","3 Ninjas Kick Back (1994)"
"0112255","3 Ninjas Knuckle Up (1995)"
"0070917","Wicker Man, The (1973)"
"0246544","Musketeer, The (2001)"
"0202470","Rock Star (2001)"
"0269341","Two Can Play That Game (2001)"
"0242587","L.I.E. (2001)"
"0250809","Our Lady of the Assassins (Virgen de los sicarios, La) (2000)"
"0248912","Into the Arms of Strangers: Stories of the Kindertransport (2000)"
"0221218","Glass House, The (2001)"
"0180734","Hardball (2001)"
"0229340","Dinner Rush (2000)"
"0273253","Haiku Tunnel (2001)"
"0246464","Big Trouble (2002)"
"0118589","Glitter (2001)"
"0139654","Training Day (2001)"
"0243759","American Astronaut, The (2001)"
"0255321","Liam (2000)"
"0239986","Sidewalks of New York (2001)"
"0264578","Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)"
"0082416","French Lieutenant's Woman, The (1981)"
"0063032","Great Silence, The (Grande silenzio, Il) (1969)"
"0070294","Legend of Hell House, The (1973)"
"0102316","Little Man Tate (1991)"
"0079579","Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979)"
"0071994","Phantom of the Paradise (1974)"
"0053559","13 Ghosts (1960)"
"0093677","Opera (1987)"
"0058092","Father Goose (1964)"
"0053877","Grass Is Greener, The (1960)"
"0051773","Indiscreet (1958)"
"0057193","It's a Mad, Mad, Mad, Mad World (1963)"
"0029081","King Solomon's Mines (1937)"
"0033836","Little Foxes, The (1941)"
"0053143","Operation Petticoat (1959)"
"0067588","Play Misty for Me (1971)"
"0055312","Pocketful of Miracles (1961)"
"0108473","Vanishing, The (1993)"
"0086312","Silkwood (1983)"
"0076172","I Never Promised You a Rose Garden (1977)"
"0079766","Quadrophenia (1979)"
"0091993","SpaceCamp (1986)"
"0044207","When Worlds Collide (1951)"
"0260866","Don't Say a Word (2001)"
"0252501","Hearts in Atlantis (2001)"
"0196229","Zoolander (2001)"
"0245891","Extreme Days (2001)"
"0206314","Joy Ride (2001)"
"0273799","Max Keeble's Big Move (2001)"
"0240890","Serendipity (2001)"
"0240419","Swamp, The (Ciénaga, La) (2001)"
"0080437","Big Red One, The (1980)"
"0080464","Boogeyman, The (1980)"
"0082100","Party, The (Boum, La) (1980)"
"0080474","Brubaker (1980)"
"0080492","Can't Stop the Music (1980)"
"0080516","Changeling, The (1980)"
"0080549","Coal Miner's Daughter (1980)"
"0080556","Competition, The (1980)"
"0080610","Last Metro, The (Dernier métro, Le) (1980)"
"0219965","Bandits (2001)"
"0250310","Corky Romano (2001)"
"0108148","Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993)"
"0243255","Fat Girl (À ma soeur!) (2001)"
"0166924","Mulholland Drive (2001)"
"0206963","My First Mister (2001)"
"0164917","Spriggan (Supurigan) (1998)"
"0166110","Bones (2001)"
"0066999","Dirty Harry (1971)"
"0067093","Fiddler on the Roof (1971)"
"0087666","Making the Grade (1984)"
"0102555","Not Without My Daughter (1991)"
"0072979","Female Trouble (1975)"
"0105601","Titanica (1992)"
"0120681","From Hell (2001)"
"0272020","Last Castle, The (2001)"
"0200027","Riding in Cars with Boys (2001)"
"0246628","Focus (2001)"
"0243017","Waking Life (2001)"
"0272152","K-PAX (2001)"
"0245674","Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)"
"0236019","Better Than Sex (2000)"
"0246578","Donnie Darko (2001)"
"0253126","High Heels and Low Lifes (2001)"
"0264796","Life as a House (2001)"
"0243133","Man Who Wasn't There, The (2001)"
"0234988","Town is Quiet, The (Ville est tranquille, La) (2000)"
